Date,RANK,Provider Quotes,Premium,Occ Class,Deferred Period,PaymentTerm,ProviderApplications,womApplications
2023-03-06 00:00:00,3,17,Age-Costed,26,2,2-Year,0,0
2023-03-06 00:00:00,3,17,Level,13,2,Full,0,0
2023-03-06 00:00:00,3,17,Level,4,3,2-Year,0,4
2023-03-06 00:00:00,3,19,Age-Costed,13,4,2-Year,0,0
2023-03-06 00:00:00,3,20,Age-Costed,26,2,Full,0,0
2023-03-06 00:00:00,3,20,Age-Costed,52+,2,2-Year,0,0
2023-03-06 00:00:00,3,20,Age-Costed,52+,2,Full,0,0
2023-03-06 00:00:00,3,20,Level,13,4,2-Year,0,2
2023-03-06 00:00:00,3,21,Age-Costed,13,1,Full,0,0
2023-03-06 00:00:00,3,22,Age-Costed,52+,3,2-Year,0,0
2023-03-06 00:00:00,3,23,Age-Costed,13,4,Full,0,0
2023-03-06 00:00:00,3,23,Age-Costed,8,3,2-Year,2,2
2023-03-06 00:00:00,3,24,Age-Costed,4,1,2-Year,0,2
2023-03-06 00:00:00,3,24,Age-Costed,4,1,Full,0,0
2023-03-06 00:00:00,3,26,Age-Costed,13,2,2-Year,0,0
2023-03-06 00:00:00,3,26,Age-Costed,13,2,Full,0,0
2023-03-06 00:00:00,3,28,Age-Costed,4,2,Full,0,0
2023-03-06 00:00:00,3,29,Level,13,1,2-Year,0,0
2023-03-06 00:00:00,3,33,Age-Costed,4,2,2-Year,0,0
2023-03-06 00:00:00,3,34,Age-Costed,4,4,Full,0,0
2023-03-06 00:00:00,3,34,Level,4,4,Full,0,0
2023-03-06 00:00:00,3,36,Age-Costed,8,3,Full,0,0
2023-03-06 00:00:00,3,40,Age-Costed,0-1,4,2-Year,0,0
2023-03-06 00:00:00,3,42,Level,26,1,Full,0,0
2023-03-06 00:00:00,3,43,Level,13,3,Full,0,2
2023-03-06 00:00:00,3,48,Age-Costed,4,3,Full,0,0
2023-03-06 00:00:00,3,49,Level,4,2,Full,0,0
2023-03-06 00:00:00,3,51,Age-Costed,52+,3,Full,0,0
2023-03-06 00:00:00,3,52,Age-Costed,4,3,2-Year,0,0
2023-03-06 00:00:00,3,52,Level,4,4,2-Year,0,2
2023-03-06 00:00:00,3,53,Level,8,1,Full,0,0
2023-03-06 00:00:00,3,54,Age-Costed,13,3,Full,0,0
2023-03-06 00:00:00,3,55,Age-Costed,13,1,2-Year,0,0
2023-03-06 00:00:00,3,59,Level,4,3,Full,0,0
2023-03-06 00:00:00,3,61,Age-Costed,4,4,2-Year,0,0
2023-03-06 00:00:00,3,116,Level,4,1,2-Year,2,4
2023-03-06 00:00:00,3,122,Level,4,1,Full,0,0
2023-03-06 00:00:00,3,199,Level,13,1,Full,0,8
2023-03-06 00:00:00,4,0,Age-Costed,0-1,1,Full,0,0
2023-03-06 00:00:00,4,0,Age-Costed,0-1,2,Full,0,0
2023-03-06 00:00:00,4,0,Age-Costed,52+,1,Full,0,0
2023-03-06 00:00:00,4,1,Age-Costed,26,1,Full,0,0
2023-03-06 00:00:00,4,1,Age-Costed,26,4,Full,0,0
2023-03-06 00:00:00,4,1,Age-Costed,52+,4,Full,0,0
2023-03-06 00:00:00,4,1,Age-Costed,8,1,2-Year,0,0
2023-03-06 00:00:00,4,2,Level,52+,4,2-Year,0,0
2023-03-06 00:00:00,4,3,Age-Costed,0-1,4,Full,0,0
2023-03-06 00:00:00,4,3,Age-Costed,13,4,Full,0,0
2023-03-06 00:00:00,4,3,Age-Costed,26,1,2-Year,0,0
2023-03-06 00:00:00,4,3,Age-Costed,52+,1,2-Year,0,0
2023-03-06 00:00:00,4,3,Age-Costed,8,4,Full,0,0
2023-03-06 00:00:00,4,3,Level,52+,4,Full,0,0
2023-03-06 00:00:00,4,4,Age-Costed,26,4,2-Year,0,0
2023-03-06 00:00:00,4,4,Age-Costed,8,1,Full,0,0
2023-03-06 00:00:00,4,4,Age-Costed,8,2,2-Year,0,0
2023-03-06 00:00:00,4,4,Level,8,4,Full,0,0
2023-03-06 00:00:00,4,5,Level,26,4,Full,0,0
2023-03-06 00:00:00,4,6,Age-Costed,4,1,Full,0,0
2023-03-06 00:00:00,4,7,Age-Costed,52+,2,2-Year,0,0
2023-03-06 00:00:00,4,8,Age-Costed,0-1,3,Full,0,0
2023-03-06 00:00:00,4,8,Age-Costed,8,2,Full,0,0
2023-03-06 00:00:00,4,9,Age-Costed,13,1,Full,0,0
2023-03-06 00:00:00,4,10,Level,13,4,Full,0,0
2023-03-06 00:00:00,4,10,Level,4,4,Full,0,0
2023-03-06 00:00:00,4,11,Age-Costed,8,4,2-Year,0,0
2023-03-06 00:00:00,4,11,Level,26,4,2-Year,0,0
2023-03-06 00:00:00,4,13,Age-Costed,8,3,2-Year,0,0
2023-03-06 00:00:00,4,14,Age-Costed,4,1,2-Year,0,0
2023-03-06 00:00:00,4,14,Age-Costed,4,4,Full,0,0
2023-03-06 00:00:00,4,15,Age-Costed,13,1,2-Year,0,0
2023-03-06 00:00:00,4,15,Age-Costed,26,3,Full,0,0
2023-03-06 00:00:00,4,16,Age-Costed,26,2,2-Year,0,0
2023-03-06 00:00:00,4,18,Age-Costed,8,3,Full,0,0
2023-03-06 00:00:00,4,19,Level,8,2,2-Year,0,0
2023-03-06 00:00:00,4,20,Age-Costed,26,2,Full,0,0
2023-03-06 00:00:00,4,20,Age-Costed,52+,3,2-Year,0,0
2023-03-06 00:00:00,4,20,Age-Costed,52+,3,Full,0,0
2023-03-06 00:00:00,4,20,Level,8,2,Full,0,0
2023-03-06 00:00:00,4,23,Age-Costed,4,3,Full,0,0
2023-03-06 00:00:00,4,25,Level,8,4,2-Year,0,0
2023-03-06 00:00:00,4,28,Level,4,4,2-Year,0,0
2023-03-06 00:00:00,4,29,Age-Costed,13,3,Full,0,0
2023-03-06 00:00:00,4,33,Age-Costed,13,2,Full,0,0
2023-03-06 00:00:00,4,33,Age-Costed,4,2,Full,0,2
2023-03-06 00:00:00,4,35,Level,13,3,Full,0,0
2023-03-06 00:00:00,4,36,Age-Costed,13,2,2-Year,0,0
2023-03-06 00:00:00,4,38,Age-Costed,26,3,2-Year,0,0
2023-03-06 00:00:00,4,38,Level,52+,2,2-Year,2,2
2023-03-06 00:00:00,4,39,Age-Costed,52+,2,Full,0,0
2023-03-06 00:00:00,4,40,Level,8,3,2-Year,4,4
2023-03-06 00:00:00,4,40,Level,8,3,Full,0,0
2023-03-06 00:00:00,4,41,Age-Costed,13,4,2-Year,0,0
2023-03-06 00:00:00,4,42,Level,4,2,Full,0,2
2023-03-06 00:00:00,4,43,Level,13,2,Full,0,0
2023-03-06 00:00:00,4,44,Level,13,4,2-Year,0,0
2023-03-06 00:00:00,4,45,Level,26,3,Full,0,4
2023-03-06 00:00:00,4,48,Level,26,2,2-Year,0,0
2023-03-06 00:00:00,4,54,Age-Costed,4,4,2-Year,2,2
2023-03-06 00:00:00,4,57,Level,26,3,2-Year,0,0
2023-03-06 00:00:00,4,57,Level,52+,1,2-Year,0,0
2023-03-06 00:00:00,4,59,Level,4,3,Full,0,0
2023-03-06 00:00:00,4,61,Level,52+,3,2-Year,0,0
2023-03-06 00:00:00,4,66,Age-Costed,13,3,2-Year,0,0
2023-03-06 00:00:00,4,68,Level,13,2,2-Year,0,0
2023-03-06 00:00:00,4,76,Level,8,1,Full,0,0
2023-03-06 00:00:00,4,80,Level,26,2,Full,0,2
2023-03-06 00:00:00,4,82,Level,13,3,2-Year,0,0
2023-03-06 00:00:00,4,96,Age-Costed,4,2,2-Year,0,0
2023-03-06 00:00:00,4,99,Level,8,1,2-Year,0,2
2023-03-06 00:00:00,4,104,Level,52+,3,Full,0,0
2023-03-06 00:00:00,4,125,Level,52+,2,Full,0,0
2023-03-06 00:00:00,4,133,Level,4,2,2-Year,0,0
2023-03-06 00:00:00,4,141,Age-Costed,4,3,2-Year,4,4
2023-03-06 00:00:00,4,172,Level,4,1,Full,0,0
2023-03-06 00:00:00,4,178,Level,26,1,2-Year,0,0
2023-03-06 00:00:00,4,185,Level,52+,1,Full,0,0
2023-03-06 00:00:00,4,226,Level,4,3,2-Year,0,0
2023-03-06 00:00:00,4,334,Level,4,1,2-Year,0,10
2023-03-06 00:00:00,4,346,Level,26,1,Full,0,2
2023-03-06 00:00:00,4,447,Level,13,1,2-Year,0,0
2023-03-06 00:00:00,4,475,Level,13,1,Full,0,8
2023-03-13 00:00:00,1,0,Age-Costed,52+,2,2-Year,0,0
2023-03-13 00:00:00,1,0,Age-Costed,52+,4,2-Year,0,0
2023-03-13 00:00:00,1,0,Age-Costed,8,2,2-Year,0,0
2023-03-13 00:00:00,1,0,Level,13,3,2-Year,0,2
2023-03-13 00:00:00,1,0,Level,26,1,2-Year,0,4
2023-03-13 00:00:00,1,0,Level,26,2,2-Year,0,0
2023-03-13 00:00:00,1,0,Level,26,4,2-Year,0,0
2023-03-13 00:00:00,1,0,Level,52+,1,2-Year,0,0
2023-03-13 00:00:00,1,0,Level,52+,2,2-Year,0,0
2023-03-13 00:00:00,1,0,Level,52+,3,2-Year,0,0
2023-03-13 00:00:00,1,0,Level,52+,4,2-Year,0,0
2023-03-13 00:00:00,1,0,Level,8,1,2-Year,0,4
2023-03-13 00:00:00,1,0,Level,8,2,2-Year,0,0
2023-03-13 00:00:00,1,0,Level,8,3,2-Year,0,2
2023-03-13 00:00:00,1,1,Age-Costed,8,2,Full,0,0
2023-03-13 00:00:00,1,1,Age-Costed,8,3,2-Year,0,0
2023-03-13 00:00:00,1,1,Level,13,2,2-Year,0,0
2023-03-13 00:00:00,1,1,Level,26,3,2-Year,0,0
2023-03-13 00:00:00,1,1,Level,4,2,2-Year,0,0
2023-03-13 00:00:00,1,1,Level,52+,3,Full,0,0
2023-03-13 00:00:00,1,1,Level,8,2,Full,0,2
2023-03-13 00:00:00,1,2,Level,52+,4,Full,0,0
2023-03-13 00:00:00,1,3,Age-Costed,52+,3,Full,0,0
2023-03-13 00:00:00,1,3,Level,52+,1,Full,0,4
2023-03-13 00:00:00,1,3,Level,52+,2,Full,0,0
2023-03-13 00:00:00,1,4,Level,4,3,2-Year,0,0
2023-03-13 00:00:00,1,5,Age-Costed,13,2,2-Year,0,0
2023-03-13 00:00:00,1,5,Age-Costed,13,3,2-Year,0,0
2023-03-13 00:00:00,1,5,Age-Costed,26,3,2-Year,0,0
2023-03-13 00:00:00,1,6,Age-Costed,26,2,2-Year,0,0
2023-03-13 00:00:00,1,6,Age-Costed,26,4,2-Year,0,0
2023-03-13 00:00:00,1,6,Age-Costed,52+,4,Full,0,0
2023-03-13 00:00:00,1,7,Age-Costed,4,3,2-Year,4,8
2023-03-13 00:00:00,1,7,Level,8,1,Full,0,0
2023-03-13 00:00:00,1,9,Age-Costed,52+,3,2-Year,0,0
2023-03-13 00:00:00,1,9,Level,13,4,2-Year,0,2
2023-03-13 00:00:00,1,9,Level,26,4,Full,0,0
2023-03-13 00:00:00,1,10,Age-Costed,13,4,2-Year,0,0
2023-03-13 00:00:00,1,10,Age-Costed,8,4,Full,0,0
2023-03-13 00:00:00,1,11,Age-Costed,52+,2,Full,0,0
2023-03-13 00:00:00,1,11,Level,13,1,2-Year,0,0
2023-03-13 00:00:00,1,11,Level,13,2,Full,0,6
2023-03-13 00:00:00,1,12,Age-Costed,26,4,Full,0,0
2023-03-13 00:00:00,1,12,Age-Costed,8,3,Full,0,2
2023-03-13 00:00:00,1,13,Level,8,4,Full,0,0
2023-03-13 00:00:00,1,14,Level,4,2,Full,0,0
2023-03-13 00:00:00,1,14,Level,8,4,2-Year,0,2
2023-03-13 00:00:00,1,15,Age-Costed,0-1,2,Full,0,0
2023-03-13 00:00:00,1,15,Level,26,2,Full,0,4
2023-03-13 00:00:00,1,16,Age-Costed,0-1,3,Full,0,0
2023-03-13 00:00:00,1,16,Age-Costed,4,2,2-Year,0,0
2023-03-13 00:00:00,1,19,Level,4,1,2-Year,0,10
2023-03-13 00:00:00,1,21,Level,13,4,Full,0,6
2023-03-13 00:00:00,1,23,Age-Costed,13,2,Full,0,2
2023-03-13 00:00:00,1,23,Age-Costed,8,4,2-Year,0,0
2023-03-13 00:00:00,1,23,Level,8,3,Full,0,0
2023-03-13 00:00:00,1,25,Age-Costed,0-1,2,2-Year,0,0
2023-03-13 00:00:00,1,26,Level,26,1,Full,4,6
2023-03-13 00:00:00,1,29,Age-Costed,0-1,4,Full,0,0
2023-03-13 00:00:00,1,29,Age-Costed,13,3,Full,0,0
2023-03-13 00:00:00,1,32,Age-Costed,26,3,Full,0,0
2023-03-13 00:00:00,1,32,Level,26,3,Full,0,4
2023-03-13 00:00:00,1,33,Age-Costed,0-1,4,2-Year,0,2
2023-03-13 00:00:00,1,35,Age-Costed,4,2,Full,0,0
2023-03-13 00:00:00,1,36,Age-Costed,13,4,Full,0,2
2023-03-13 00:00:00,1,37,Level,4,4,2-Year,0,2
2023-03-13 00:00:00,1,40,Age-Costed,52+,1,2-Year,0,0
2023-03-13 00:00:00,1,44,Age-Costed,0-1,3,2-Year,0,0
2023-03-13 00:00:00,1,46,Level,13,3,Full,2,4
2023-03-13 00:00:00,1,53,Age-Costed,4,3,Full,0,4
2023-03-13 00:00:00,1,56,Level,4,1,Full,0,4
2023-03-13 00:00:00,1,61,Level,13,1,Full,0,2
2023-03-13 00:00:00,1,64,Age-Costed,4,4,2-Year,0,0
2023-03-13 00:00:00,1,66,Level,4,3,Full,0,2
2023-03-13 00:00:00,1,69,Age-Costed,0-1,1,Full,0,0
2023-03-13 00:00:00,1,69,Age-Costed,8,1,2-Year,0,0
2023-03-13 00:00:00,1,80,Age-Costed,26,2,Full,0,0
2023-03-13 00:00:00,1,86,Age-Costed,4,4,Full,0,0
2023-03-13 00:00:00,1,94,Age-Costed,26,1,2-Year,0,0
2023-03-13 00:00:00,1,95,Level,4,4,Full,2,2
2023-03-13 00:00:00,1,106,Age-Costed,0-1,1,2-Year,0,0
2023-03-13 00:00:00,1,109,Age-Costed,8,1,Full,0,0
2023-03-13 00:00:00,1,187,Age-Costed,52+,1,Full,0,0
2023-03-13 00:00:00,1,244,Age-Costed,13,1,2-Year,0,0
2023-03-13 00:00:00,1,284,Age-Costed,4,1,2-Year,10,10
2023-03-13 00:00:00,1,317,Age-Costed,4,1,Full,2,2
2023-03-13 00:00:00,1,349,Age-Costed,26,1,Full,2,2
2023-03-13 00:00:00,1,699,Age-Costed,13,1,Full,4,4
2023-03-13 00:00:00,2,0,Level,26,2,2-Year,0,0
2023-03-13 00:00:00,2,0,Level,52+,1,2-Year,0,0
2023-03-13 00:00:00,2,0,Level,52+,2,2-Year,0,2
2023-03-13 00:00:00,2,0,Level,52+,4,2-Year,0,0
2023-03-13 00:00:00,2,0,Level,8,2,2-Year,0,0
2023-03-13 00:00:00,2,1,Age-Costed,0-1,1,Full,0,0
2023-03-13 00:00:00,2,1,Age-Costed,26,2,2-Year,0,0
2023-03-13 00:00:00,2,1,Age-Costed,52+,4,2-Year,0,0
2023-03-13 00:00:00,2,1,Level,13,2,2-Year,0,0
2023-03-13 00:00:00,2,1,Level,13,3,2-Year,0,0
2023-03-13 00:00:00,2,1,Level,26,1,2-Year,0,2
2023-03-13 00:00:00,2,1,Level,26,3,2-Year,0,0
2023-03-13 00:00:00,2,1,Level,4,2,2-Year,0,2
2023-03-13 00:00:00,2,1,Level,52+,3,2-Year,0,0
2023-03-13 00:00:00,2,1,Level,8,1,2-Year,0,4
2023-03-13 00:00:00,2,1,Level,8,3,2-Year,0,0
2023-03-13 00:00:00,2,2,Age-Costed,52+,4,Full,0,0
2023-03-13 00:00:00,2,2,Level,26,4,2-Year,0,0
2023-03-13 00:00:00,2,2,Level,8,2,Full,0,0
2023-03-13 00:00:00,2,3,Level,52+,4,Full,0,0
2023-03-13 00:00:00,2,5,Age-Costed,0-1,2,Full,0,0
2023-03-13 00:00:00,2,5,Age-Costed,8,2,Full,0,0
2023-03-13 00:00:00,2,6,Age-Costed,0-1,3,Full,0,0
2023-03-13 00:00:00,2,6,Age-Costed,52+,2,2-Year,0,0
2023-03-13 00:00:00,2,6,Level,8,3,Full,0,0
2023-03-13 00:00:00,2,7,Age-Costed,13,4,2-Year,0,0
2023-03-13 00:00:00,2,7,Age-Costed,26,4,2-Year,0,0
2023-03-13 00:00:00,2,7,Level,13,4,2-Year,0,2
2023-03-13 00:00:00,2,7,Level,26,4,Full,0,0
2023-03-13 00:00:00,2,7,Level,8,4,Full,0,0
2023-03-13 00:00:00,2,8,Age-Costed,26,3,2-Year,0,0
2023-03-13 00:00:00,2,8,Age-Costed,52+,3,2-Year,0,0
2023-03-13 00:00:00,2,8,Level,52+,3,Full,0,0
2023-03-13 00:00:00,2,9,Age-Costed,13,2,2-Year,0,0
2023-03-13 00:00:00,2,9,Age-Costed,8,3,2-Year,0,0
2023-03-13 00:00:00,2,9,Level,52+,2,Full,0,4
2023-03-13 00:00:00,2,10,Level,13,1,2-Year,0,2
2023-03-13 00:00:00,2,11,Age-Costed,8,2,2-Year,0,0
2023-03-13 00:00:00,2,11,Age-Costed,8,4,2-Year,0,0
2023-03-13 00:00:00,2,11,Level,8,4,2-Year,0,0
2023-03-13 00:00:00,2,13,Age-Costed,26,4,Full,0,0
2023-03-13 00:00:00,2,14,Age-Costed,8,1,2-Year,0,0
2023-03-13 00:00:00,2,15,Age-Costed,0-1,4,Full,0,0
2023-03-13 00:00:00,2,16,Age-Costed,4,2,2-Year,0,0
2023-03-13 00:00:00,2,17,Age-Costed,8,4,Full,0,0
2023-03-13 00:00:00,2,17,Level,26,2,Full,0,2
2023-03-13 00:00:00,2,18,Level,26,3,Full,0,0
2023-03-13 00:00:00,2,19,Level,13,2,Full,0,2
2023-03-13 00:00:00,2,22,Age-Costed,8,3,Full,0,0
2023-03-13 00:00:00,2,23,Age-Costed,8,1,Full,0,0
2023-03-13 00:00:00,2,23,Level,13,4,Full,0,2
2023-03-13 00:00:00,2,24,Age-Costed,0-1,3,2-Year,0,0
2023-03-13 00:00:00,2,24,Age-Costed,52+,1,Full,0,0
2023-03-13 00:00:00,2,25,Age-Costed,52+,1,2-Year,0,0
2023-03-13 00:00:00,2,26,Age-Costed,0-1,2,2-Year,0,0
2023-03-13 00:00:00,2,27,Level,13,3,Full,0,0
2023-03-13 00:00:00,2,27,Level,4,2,Full,0,2
2023-03-13 00:00:00,2,28,Level,4,3,2-Year,2,2
2023-03-13 00:00:00,2,29,Age-Costed,13,4,Full,0,0
2023-03-13 00:00:00,2,30,Age-Costed,13,3,2-Year,0,0
2023-03-13 00:00:00,2,31,Age-Costed,26,3,Full,0,0
2023-03-13 00:00:00,2,32,Age-Costed,4,2,Full,2,2
2023-03-13 00:00:00,2,33,Level,26,1,Full,0,0
2023-03-13 00:00:00,2,33,Level,52+,1,Full,0,0
2023-03-13 00:00:00,2,38,Age-Costed,13,2,Full,0,0
2023-03-13 00:00:00,2,40,Age-Costed,0-1,4,2-Year,0,2
2023-03-13 00:00:00,2,40,Level,8,1,Full,0,0
2023-03-13 00:00:00,2,42,Age-Costed,26,2,Full,0,0
2023-03-13 00:00:00,2,45,Age-Costed,26,1,2-Year,0,0
2023-03-13 00:00:00,2,45,Age-Costed,26,1,Full,0,0
2023-03-13 00:00:00,2,46,Age-Costed,52+,3,Full,0,0
2023-03-13 00:00:00,2,48,Age-Costed,13,3,Full,0,0
2023-03-13 00:00:00,2,51,Age-Costed,4,3,2-Year,2,6
2023-03-13 00:00:00,2,58,Age-Costed,52+,2,Full,0,0
2023-03-13 00:00:00,2,58,Level,4,1,2-Year,2,10
2023-03-13 00:00:00,2,67,Age-Costed,0-1,1,2-Year,0,0
2023-03-13 00:00:00,2,73,Level,4,3,Full,0,0
2023-03-13 00:00:00,2,74,Age-Costed,4,4,2-Year,0,0
2023-03-13 00:00:00,2,81,Age-Costed,4,3,Full,0,0
2023-03-13 00:00:00,2,82,Age-Costed,4,1,2-Year,2,8
2023-03-13 00:00:00,2,85,Age-Costed,4,1,Full,0,0
2023-03-13 00:00:00,2,86,Age-Costed,13,1,Full,0,0
2023-03-13 00:00:00,2,102,Level,4,4,2-Year,0,0
2023-03-13 00:00:00,2,106,Level,4,4,Full,0,0
2023-03-13 00:00:00,2,119,Age-Costed,4,4,Full,2,2
2023-03-13 00:00:00,2,119,Level,13,1,Full,0,2
2023-03-13 00:00:00,2,128,Age-Costed,13,1,2-Year,0,0
2023-03-13 00:00:00,2,136,Level,4,1,Full,0,2
2023-03-13 00:00:00,3,0,Age-Costed,52+,1,Full,0,0
2023-03-13 00:00:00,3,0,Age-Costed,52+,4,Full,0,0
2023-03-13 00:00:00,3,0,Level,26,2,2-Year,0,0
2023-03-13 00:00:00,3,0,Level,8,2,2-Year,0,0
2023-03-13 00:00:00,3,0,Level,8,3,2-Year,0,0
2023-03-13 00:00:00,3,1,Age-Costed,52+,4,2-Year,0,0
2023-03-13 00:00:00,3,1,Level,26,3,2-Year,0,0
2023-03-13 00:00:00,3,1,Level,26,4,2-Year,0,0
2023-03-13 00:00:00,3,1,Level,52+,3,2-Year,0,0
2023-03-13 00:00:00,3,1,Level,52+,4,2-Year,0,0
2023-03-13 00:00:00,3,2,Age-Costed,0-1,1,2-Year,0,0
2023-03-13 00:00:00,3,2,Level,52+,2,2-Year,0,0
2023-03-13 00:00:00,3,2,Level,52+,4,Full,0,0
2023-03-13 00:00:00,3,3,Age-Costed,0-1,2,Full,2,2
2023-03-13 00:00:00,3,3,Age-Costed,26,1,Full,0,0
2023-03-13 00:00:00,3,3,Age-Costed,26,4,2-Year,0,0
2023-03-13 00:00:00,3,3,Age-Costed,52+,1,2-Year,0,0
2023-03-13 00:00:00,3,3,Level,4,2,2-Year,0,2
2023-03-13 00:00:00,3,3,Level,8,2,Full,0,0
2023-03-13 00:00:00,3,4,Age-Costed,0-1,2,2-Year,0,0
2023-03-13 00:00:00,3,4,Age-Costed,8,2,Full,0,0
2023-03-13 00:00:00,3,4,Level,52+,1,2-Year,0,0
2023-03-13 00:00:00,3,4,Level,8,4,Full,0,0
2023-03-13 00:00:00,3,5,Age-Costed,26,3,2-Year,0,0
2023-03-13 00:00:00,3,5,Age-Costed,8,4,Full,0,0
2023-03-13 00:00:00,3,5,Level,13,2,2-Year,0,0
2023-03-13 00:00:00,3,5,Level,8,4,2-Year,0,0
2023-03-13 00:00:00,3,6,Level,13,3,2-Year,0,0
2023-03-13 00:00:00,3,6,Level,8,1,2-Year,0,0
2023-03-13 00:00:00,3,7,Level,26,4,Full,0,0
2023-03-13 00:00:00,3,8,Age-Costed,8,1,Full,0,0
2023-03-13 00:00:00,3,8,Age-Costed,8,2,2-Year,0,0
2023-03-13 00:00:00,3,8,Age-Costed,8,4,2-Year,0,0
2023-03-13 00:00:00,3,8,Level,26,3,Full,0,0
2023-03-13 00:00:00,3,8,Level,52+,2,Full,0,2
2023-03-13 00:00:00,3,8,Level,8,3,Full,0,0
2023-03-13 00:00:00,3,9,Age-Costed,0-1,1,Full,0,0
2023-03-13 00:00:00,3,9,Age-Costed,0-1,3,2-Year,0,0
2023-03-13 00:00:00,3,9,Age-Costed,0-1,3,Full,0,0
2023-03-13 00:00:00,3,9,Age-Costed,26,2,2-Year,0,0
2023-03-13 00:00:00,3,9,Level,13,4,2-Year,0,0
2023-03-13 00:00:00,3,9,Level,26,1,2-Year,0,0
2023-03-13 00:00:00,3,12,Age-Costed,8,3,2-Year,0,0
2023-03-13 00:00:00,3,12,Level,26,2,Full,0,0
2023-03-13 00:00:00,3,14,Age-Costed,13,1,Full,0,0
2023-03-13 00:00:00,3,14,Age-Costed,13,4,2-Year,0,0
2023-03-13 00:00:00,3,14,Age-Costed,26,3,Full,0,0
2023-03-13 00:00:00,3,14,Age-Costed,4,2,Full,0,0
2023-03-13 00:00:00,3,14,Age-Costed,8,1,2-Year,0,0
2023-03-13 00:00:00,3,15,Level,13,4,Full,0,0
2023-03-13 00:00:00,3,16,Age-Costed,0-1,4,Full,0,0
2023-03-13 00:00:00,3,16,Age-Costed,8,3,Full,0,0
2023-03-13 00:00:00,3,17,Age-Costed,13,3,2-Year,0,0
2023-03-13 00:00:00,3,17,Age-Costed,26,4,Full,0,0
2023-03-13 00:00:00,3,17,Level,13,2,Full,0,2
2023-03-13 00:00:00,3,18,Level,4,3,2-Year,0,0
2023-03-13 00:00:00,3,20,Age-Costed,13,4,Full,0,0
2023-03-13 00:00:00,3,20,Age-Costed,26,2,Full,0,0
2023-03-13 00:00:00,3,20,Level,52+,1,Full,0,0
2023-03-13 00:00:00,3,21,Level,4,2,Full,2,2
2023-03-13 00:00:00,3,21,Level,52+,3,Full,0,0
2023-03-13 00:00:00,3,22,Age-Costed,4,2,2-Year,0,2
2023-03-13 00:00:00,3,22,Level,8,1,Full,0,0
2023-03-13 00:00:00,3,23,Age-Costed,4,1,Full,0,0
2023-03-13 00:00:00,3,24,Age-Costed,13,2,2-Year,0,0
2023-03-13 00:00:00,3,24,Age-Costed,26,1,2-Year,0,0
2023-03-13 00:00:00,3,24,Age-Costed,52+,2,Full,0,0
2023-03-13 00:00:00,3,24,Age-Costed,52+,3,2-Year,0,0
2023-03-13 00:00:00,3,25,Age-Costed,4,1,2-Year,0,2
2023-03-13 00:00:00,3,28,Age-Costed,13,2,Full,0,0
2023-03-13 00:00:00,3,28,Age-Costed,52+,2,2-Year,0,0
2023-03-13 00:00:00,3,28,Level,13,3,Full,0,0
2023-03-13 00:00:00,3,30,Age-Costed,52+,3,Full,0,0
2023-03-13 00:00:00,3,31,Age-Costed,0-1,4,2-Year,0,0
2023-03-13 00:00:00,3,34,Age-Costed,4,4,Full,0,0
2023-03-13 00:00:00,3,39,Level,4,3,Full,0,2
2023-03-13 00:00:00,3,39,Level,4,4,Full,0,0
2023-03-13 00:00:00,3,43,Age-Costed,13,3,Full,0,0
2023-03-13 00:00:00,3,44,Level,26,1,Full,0,0
2023-03-13 00:00:00,3,45,Age-Costed,4,3,2-Year,0,4
2023-03-13 00:00:00,3,47,Level,13,1,2-Year,0,2
2023-03-13 00:00:00,3,55,Age-Costed,13,1,2-Year,0,0
2023-03-13 00:00:00,3,61,Age-Costed,4,3,Full,0,0
2023-03-13 00:00:00,3,66,Age-Costed,4,4,2-Year,2,2
2023-03-13 00:00:00,3,68,Level,4,4,2-Year,4,4
2023-03-13 00:00:00,3,81,Level,4,1,2-Year,2,2
2023-03-13 00:00:00,3,142,Level,4,1,Full,0,0
2023-03-13 00:00:00,3,211,Level,13,1,Full,0,0
2023-03-13 00:00:00,4,0,Age-Costed,0-1,1,Full,0,0
2023-03-13 00:00:00,4,0,Age-Costed,0-1,2,Full,0,0
2023-03-13 00:00:00,4,0,Age-Costed,26,4,Full,0,0
2023-03-13 00:00:00,4,0,Age-Costed,52+,1,Full,0,0
2023-03-13 00:00:00,4,1,Age-Costed,0-1,3,Full,0,0
2023-03-13 00:00:00,4,1,Age-Costed,52+,4,2-Year,0,0
2023-03-13 00:00:00,4,2,Age-Costed,52+,4,Full,0,0
2023-03-13 00:00:00,4,2,Age-Costed,8,3,Full,0,0
2023-03-13 00:00:00,4,2,Level,52+,4,2-Year,0,0
2023-03-13 00:00:00,4,3,Age-Costed,13,1,Full,0,0
2023-03-13 00:00:00,4,3,Age-Costed,26,1,2-Year,0,0
2023-03-13 00:00:00,4,3,Age-Costed,8,4,Full,0,0
2023-03-13 00:00:00,4,3,Level,52+,4,Full,0,0
2023-03-13 00:00:00,4,4,Age-Costed,26,4,2-Year,0,0
2023-03-13 00:00:00,4,5,Age-Costed,13,4,Full,0,0
2023-03-13 00:00:00,4,5,Age-Costed,8,4,2-Year,0,0
2023-03-13 00:00:00,4,6,Age-Costed,8,1,2-Year,0,0
2023-03-13 00:00:00,4,7,Age-Costed,26,2,Full,0,0
